id,year,month,day,hour,total_riders,casual,registered,under_25,age_2635,age_3645,age_4655,over_55,commute,leisure,reason_na,employed,unemployed,student,na_employed
8117,2011,12,9,20,150,10,140,61,42,7,14,26,133,4,13,33,49,29,39
8118,2011,12,9,21,140,9,131,112,11,13,4,0,127,1,12,42,60,26,12
8119,2011,12,9,22,129,15,114,93,16,6,14,0,112,1,16,7,3,50,69
8120,2011,12,9,23,94,6,88,64,10,4,16,0,82,1,11,14,58,20,2
8121,2011,12,10,0,77,11,66,50,15,2,10,0,75,1,1,44,20,12,1
8122,2011,12,10,1,66,11,55,35,22,7,2,0,62,1,3,9,11,43,3
8123,2011,12,10,2,60,12,48,39,8,6,7,0,50,1,9,2,0,58,0
8124,2011,12,10,3,25,5,20,16,5,4,0,0,23,0,2,0,1,24,0
8125,2011,12,10,4,3,0,3,1,1,0,1,0,3,0,0,0,1,2,0
8126,2011,12,10,5,6,0,6,2,2,1,1,0,5,0,1,0,0,5,1
8127,2011,12,10,6,11,1,10,6,3,1,1,0,11,0,0,2,0,9,0
8128,2011,12,10,7,11,0,11,9,2,0,0,0,11,0,0,2,1,0,8
8129,2011,12,10,8,73,5,68,34,13,10,4,12,55,4,14,4,21,38,10
8130,2011,12,10,9,149,15,134,84,51,0,12,2,137,2,10,14,13,121,1
8131,2011,12,10,10,192,31,161,133,36,22,1,0,181,1,10,129,11,50,2
8132,2011,12,10,11,236,44,192,187,37,2,3,7,222,2,12,117,18,31,70
8133,2011,12,10,12,283,48,235,190,46,7,36,4,282,0,1,60,1,200,22
8134,2011,12,10,13,286,47,239,149,94,9,14,20,232,11,43,150,22,68,46
8135,2011,12,10,14,293,51,242,197,45,21,2,28,241,10,42,27,59,199,8
8136,2011,12,10,15,299,60,239,193,51,16,11,28,298,0,1,92,24,131,52
8137,2011,12,10,16,241,58,183,82,93,59,3,4,209,4,28,17,5,213,6
8138,2011,12,10,17,185,34,151,128,29,5,13,10,145,9,31,68,28,47,42
8139,2011,12,10,18,172,28,144,85,67,20,0,0,143,2,27,46,7,110,9
8140,2011,12,10,19,154,15,139,95,29,13,7,10,128,2,24,3,1,146,4
8141,2011,12,10,20,124,10,114,57,39,2,19,7,120,0,4,43,16,17,48
8142,2011,12,10,21,83,4,79,59,12,1,11,0,72,1,10,22,1,60,0
8143,2011,12,10,22,95,7,88,53,19,6,17,0,94,0,1,0,19,58,18
8144,2011,12,10,23,66,5,61,45,12,8,1,0,63,0,3,25,1,37,3
8145,2011,12,11,0,74,5,69,25,39,0,10,0,71,1,2,12,5,55,2
8146,2011,12,11,1,62,8,54,31,10,3,18,0,56,1,5,2,15,31,14
8147,2011,12,11,2,52,5,47,41,8,1,2,0,43,2,7,6,0,35,11
8148,2011,12,11,3,19,2,17,13,5,0,1,0,15,1,3,1,0,18,0
8149,2011,12,11,4,5,0,5,3,1,0,1,0,5,0,0,0,0,5,0
8150,2011,12,11,5,6,0,6,2,3,1,0,0,5,0,1,0,0,6,0
8151,2011,12,11,6,10,0,10,4,4,1,1,0,10,0,0,2,1,7,0
8152,2011,12,11,7,31,1,30,14,7,1,6,3,28,1,2,10,19,1,1
8153,2011,12,11,8,72,4,68,44,12,6,1,9,62,2,8,49,4,11,8
8154,2011,12,11,9,107,19,88,67,13,4,3,20,107,0,0,39,20,43,5
8155,2011,12,11,10,194,30,164,89,83,0,7,15,169,7,18,49,77,52,16
8156,2011,12,11,11,197,31,166,110,47,4,24,12,164,8,25,93,10,57,37
8157,2011,12,11,12,288,42,246,190,39,12,36,11,270,2,16,8,23,238,19
8158,2011,12,11,13,268,44,224,176,64,15,10,3,220,2,46,9,8,250,1
8159,2011,12,11,14,242,44,198,162,56,0,16,8,202,7,33,18,54,150,20
8160,2011,12,11,15,266,47,219,126,64,28,24,24,252,3,11,1,15,243,7
8161,2011,12,11,16,206,32,174,78,50,42,33,3,160,7,39,7,2,175,22
8162,2011,12,11,17,163,13,150,83,35,18,3,24,136,2,25,80,0,73,10
8163,2011,12,11,18,163,12,151,109,30,10,9,5,115,8,40,4,20,138,1
8164,2011,12,11,19,105,7,98,33,43,1,8,20,85,4,16,61,7,6,31
8165,2011,12,11,20,72,10,62,28,28,0,10,6,65,1,6,11,1,57,3
8166,2011,12,11,21,63,10,53,42,12,3,6,0,56,2,5,48,1,12,2
8167,2011,12,11,22,43,7,36,20,17,5,1,0,36,1,6,2,3,38,0
8168,2011,12,11,23,35,4,31,25,7,0,3,0,32,1,2,11,6,16,2
8169,2011,12,12,0,20,4,16,16,2,1,1,0,16,0,4,5,0,15,0
8170,2011,12,12,1,9,0,9,7,1,1,0,0,8,0,1,1,3,5,0
8171,2011,12,12,2,4,0,4,2,1,0,1,0,3,0,1,0,0,3,1
8172,2011,12,12,3,2,0,2,1,0,0,1,0,2,0,0,0,1,0,1
8173,2011,12,12,4,3,0,3,2,1,0,0,0,3,0,0,1,0,1,1
8174,2011,12,12,5,21,0,21,11,5,3,2,0,19,0,2,3,4,11,3
8175,2011,12,12,6,64,1,63,19,27,13,5,0,60,1,3,3,2,39,20
8176,2011,12,12,7,235,4,231,151,33,34,3,14,229,1,5,206,4,23,2
8177,2011,12,12,8,385,7,378,196,68,40,71,10,325,6,54,42,55,212,76
8178,2011,12,12,9,220,12,208,171,24,5,9,11,189,1,30,37,47,136,0
8179,2011,12,12,10,105,14,91,42,20,32,10,1,94,3,8,3,47,52,3
8180,2011,12,12,11,115,15,100,69,35,2,6,3,103,1,11,78,1,31,5
8181,2011,12,12,12,145,7,138,99,31,2,11,2,122,2,21,115,8,5,17
8182,2011,12,12,13,166,13,153,76,65,1,10,14,151,3,12,2,24,29,111
8183,2011,12,12,14,111,16,95,62,35,6,1,7,107,0,4,22,8,58,23
8184,2011,12,12,15,132,8,124,75,28,13,8,8,127,0,5,29,16,52,35
8185,2011,12,12,16,214,5,209,69,54,6,21,64,152,10,52,18,0,196,0
8186,2011,12,12,17,359,7,352,158,102,43,30,26,259,24,76,2,0,351,6
8187,2011,12,12,18,357,8,349,126,177,2,24,28,324,0,33,71,78,197,11
8188,2011,12,12,19,241,9,232,88,110,6,5,32,214,7,20,5,109,92,35
8189,2011,12,12,20,165,8,157,98,21,10,2,34,144,5,16,65,1,86,13
8190,2011,12,12,21,121,2,119,49,29,24,19,0,116,1,4,103,0,18,0
8191,2011,12,12,22,71,0,71,36,28,0,7,0,71,0,0,27,2,40,2
8192,2011,12,12,23,45,3,42,31,6,6,2,0,44,0,1,10,12,17,6
8193,2011,12,13,0,17,1,16,10,5,1,1,0,14,1,2,0,3,12,2
8194,2011,12,13,1,4,0,4,3,0,1,0,0,3,0,1,0,2,1,1
8195,2011,12,13,2,2,1,1,1,0,1,0,0,2,0,0,0,0,1,1
8196,2011,12,13,3,3,0,3,2,0,0,1,0,3,0,0,1,1,1,0
8197,2011,12,13,4,4,0,4,3,1,0,0,0,4,0,0,1,0,2,1
8198,2011,12,13,5,20,0,20,11,6,2,1,0,20,0,0,15,1,1,3
8199,2011,12,13,6,92,0,92,45,15,9,23,0,87,1,4,1,1,86,4
8200,2011,12,13,7,223,2,221,118,76,21,6,2,192,7,24,2,3,178,40
8201,2011,12,13,8,400,9,391,204,132,34,20,10,327,5,68,70,6,159,165
8202,2011,12,13,9,233,10,223,174,28,1,9,21,206,6,21,20,4,207,2
8203,2011,12,13,10,102,3,99,60,27,7,1,7,82,5,15,21,1,80,0
8204,2011,12,13,11,124,9,115,47,46,22,0,9,108,2,14,40,62,12,10
8205,2011,12,13,12,167,20,147,55,78,13,3,18,159,2,6,52,9,94,12
8206,2011,12,13,13,127,7,120,87,27,5,5,3,125,1,1,40,3,46,38
8207,2011,12,13,14,134,18,116,41,57,7,29,0,132,1,1,4,38,54,38
8208,2011,12,13,15,151,7,144,95,34,7,5,10,130,5,16,11,28,78,34
8209,2011,12,13,16,207,13,194,118,59,5,4,21,174,8,25,85,4,110,8
8210,2011,12,13,17,398,17,381,170,145,9,16,58,332,18,48,25,1,371,1
8211,2011,12,13,18,382,12,370,304,32,20,26,0,375,2,5,228,2,148,4
8212,2011,12,13,19,267,5,262,112,66,1,53,35,245,6,16,101,54,111,1
8213,2011,12,13,20,161,7,154,99,24,16,4,18,150,0,11,55,5,95,6
8214,2011,12,13,21,139,5,134,48,62,13,16,0,137,0,2,2,2,132,3
8215,2011,12,13,22,107,5,102,39,54,3,11,0,93,1,13,10,18,67,12
8216,2011,12,13,23,59,4,55,30,21,4,4,0,50,0,9,2,12,38,7
8217,2011,12,14,0,22,0,22,10,7,4,1,0,18,1,3,5,3,13,1
8218,2011,12,14,1,8,0,8,6,1,1,0,0,8,0,0,0,0,8,0
8219,2011,12,14,2,2,0,2,1,1,0,0,0,2,0,0,1,1,0,0
8220,2011,12,14,3,3,0,3,2,0,0,1,0,3,0,0,0,0,3,0
8221,2011,12,14,4,4,0,4,2,1,0,1,0,4,0,0,0,0,3,1
8222,2011,12,14,5,26,0,26,12,6,4,4,0,22,1,3,7,5,11,3
8223,2011,12,14,6,87,0,87,49,22,12,4,0,72,2,13,65,0,1,21
8224,2011,12,14,7,247,4,243,87,98,9,34,19,194,3,50,13,57,167,10
8225,2011,12,14,8,467,9,458,175,208,8,18,58,332,18,117,239,70,66,92
8226,2011,12,14,9,239,9,230,101,71,19,9,39,191,12,36,96,3,128,12
8227,2011,12,14,10,142,9,133,68,34,28,5,7,129,3,10,29,40,51,22
8228,2011,12,14,11,115,12,103,74,15,0,13,13,102,2,11,9,72,32,2
8229,2011,12,14,12,144,6,138,72,53,0,10,9,120,5,19,2,1,140,1
8230,2011,12,14,13,133,14,119,73,43,2,8,7,127,1,5,66,0,67,0
8231,2011,12,14,14,151,17,134,111,15,1,11,13,149,0,2,5,9,61,76
8232,2011,12,14,15,167,24,143,77,65,21,1,3,156,2,9,77,14,69,7
8233,2011,12,14,16,245,12,233,74,73,10,78,10,233,3,9,41,80,121,3
8234,2011,12,14,17,396,19,377,163,176,45,4,8,380,1,15,100,50,179,67
8235,2011,12,14,18,390,11,379,268,89,5,11,17,347,12,31,136,44,202,8
8236,2011,12,14,19,268,9,259,136,84,7,6,35,261,1,6,33,8,223,4
8237,2011,12,14,20,175,6,169,108,44,13,3,7,154,4,17,3,114,48,10
8238,2011,12,14,21,154,9,145,94,36,15,9,0,136,0,18,30,4,115,5
8239,2011,12,14,22,104,5,99,56,37,10,1,0,101,1,2,15,4,83,2
8240,2011,12,14,23,51,3,48,38,9,3,1,0,41,1,9,2,3,46,0
8241,2011,12,15,0,50,5,45,39,5,4,2,0,45,1,4,19,5,24,2
8242,2011,12,15,1,20,5,15,13,4,2,1,0,19,0,1,1,0,19,0
8243,2011,12,15,2,7,2,5,5,1,0,1,0,6,0,1,5,0,1,1
8244,2011,12,15,3,3,1,2,2,0,0,1,0,3,0,0,1,0,2,0
8245,2011,12,15,4,6,0,6,4,1,0,1,0,5,0,1,1,2,2,1
8246,2011,12,15,5,24,0,24,13,4,5,2,0,23,0,1,15,0,5,4
8247,2011,12,15,6,92,2,90,67,15,5,5,0,78,3,11,6,23,42,21
8248,2011,12,15,7,258,6,252,131,92,5,11,19,225,0,33,87,12,154,5
8249,2011,12,15,8,457,8,449,227,80,4,100,46,364,18,75,222,103,45,87
8250,2011,12,15,9,280,6,274,169,69,9,16,17,278,0,2,126,51,103,0
8251,2011,12,15,10,109,4,105,33,55,10,4,7,90,6,13,6,8,93,2
8252,2011,12,15,11,135,9,126,76,26,11,9,13,127,3,5,7,7,76,45
8253,2011,12,15,12,157,17,140,94,26,15,12,10,146,2,9,16,5,135,1
8254,2011,12,15,13,164,14,150,124,16,3,3,18,141,0,23,44,20,73,27
8255,2011,12,15,14,132,8,124,48,54,3,16,11,129,0,3,77,1,11,43
8256,2011,12,15,15,82,6,76,37,24,4,5,12,70,1,11,32,10,32,8
8257,2011,12,15,16,131,7,124,70,23,17,3,18,102,10,19,63,1,67,0
8258,2011,12,15,17,324,14,310,255,27,5,5,32,247,29,48,5,1,314,4
8259,2011,12,15,18,377,14,363,141,80,57,23,76,325,7,45,166,0,174,37
8260,2011,12,15,19,287,13,274,196,45,13,4,29,276,2,9,34,121,121,11
8261,2011,12,15,20,221,12,209,139,55,4,15,8,178,12,31,7,40,79,95
8262,2011,12,15,21,155,10,145,97,26,26,6,0,132,9,14,1,30,113,11
8263,2011,12,15,22,124,8,116,92,14,4,14,0,108,2,14,9,8,67,40
8264,2011,12,15,23,114,10,104,36,24,28,26,0,114,0,0,39,15,58,2
8265,2011,12,16,0,72,12,60,29,30,4,9,0,70,0,2,6,2,64,0
8266,2011,12,16,1,31,3,28,10,12,0,9,0,29,1,1,26,0,4,1
8267,2011,12,16,2,23,0,23,14,7,1,1,0,21,1,1,14,1,6,2
8268,2011,12,16,3,5,2,3,2,2,1,0,0,5,0,0,2,0,2,1
8269,2011,12,16,4,5,1,4,2,1,2,0,0,5,0,0,0,0,5,0
8270,2011,12,16,5,26,0,26,11,6,3,6,0,23,0,3,18,1,6,1
8271,2011,12,16,6,82,2,80,43,30,7,2,0,70,4,8,10,3,62,7
8272,2011,12,16,7,231,5,226,170,37,15,6,3,200,2,29,7,0,223,1
8273,2011,12,16,8,459,10,449,253,102,6,26,72,373,6,80,135,48,206,70
8274,2011,12,16,9,243,8,235,112,65,9,8,49,242,0,1,77,14,96,56
8275,2011,12,16,10,132,10,122,59,45,19,8,1,124,0,8,57,29,29,17
8276,2011,12,16,11,144,9,135,90,25,2,21,6,121,1,22,61,31,48,4
8277,2011,12,16,12,173,10,163,138,20,2,11,2,158,0,15,53,0,117,3
8278,2011,12,16,13,137,12,125,108,14,4,2,9,112,4,21,25,23,40,49
8279,2011,12,16,14,128,13,115,50,59,1,15,3,124,1,3,15,17,94,2
8280,2011,12,16,15,153,12,141,93,20,15,14,11,149,1,3,41,10,66,36
8281,2011,12,16,16,224,12,212,100,50,12,7,55,202,4,18,71,28,60,65
8282,2011,12,16,17,365,13,352,176,90,50,20,29,303,12,50,325,2,37,1
8283,2011,12,16,18,295,10,285,200,44,2,13,36,230,6,59,164,0,108,23
8284,2011,12,16,19,214,11,203,73,107,5,19,10,177,11,26,66,17,105,26
8285,2011,12,16,20,152,6,146,83,46,8,7,8,138,3,11,31,39,70,12
8286,2011,12,16,21,102,7,95,54,33,8,7,0,84,0,18,34,12,47,9
8287,2011,12,16,22,106,6,100,58,38,3,7,0,88,2,16,20,12,55,19
8288,2011,12,16,23,75,4,71,40,19,1,15,0,61,0,14,35,2,37,1
8289,2011,12,17,0,62,3,59,47,8,3,4,0,60,1,1,53,1,7,1
8290,2011,12,17,1,43,4,39,22,11,6,4,0,40,1,2,7,5,28,3
8291,2011,12,17,2,58,11,47,45,6,2,5,0,53,1,4,5,24,25,4
8292,2011,12,17,3,26,4,22,19,5,1,1,0,23,0,3,7,2,13,4
8293,2011,12,17,4,9,0,9,6,2,1,0,0,9,0,0,0,1,7,1
8294,2011,12,17,5,9,2,7,7,1,1,0,0,8,0,1,0,2,4,3
8295,2011,12,17,6,17,0,17,6,3,5,3,0,14,1,2,0,0,16,1
8296,2011,12,17,7,20,0,20,14,4,1,1,0,18,0,2,7,0,10,3
8297,2011,12,17,8,59,4,55,22,29,1,4,3,55,0,4,3,9,24,23
8298,2011,12,17,9,100,5,95,79,10,2,5,4,95,0,5,3,7,84,6
8299,2011,12,17,10,181,10,171,137,25,3,12,4,167,3,11,34,6,141,0
8300,2011,12,17,11,209,21,188,67,108,17,2,15,173,6,30,106,10,76,17
8301,2011,12,17,12,244,28,216,104,95,7,8,30,242,0,2,68,40,93,43
8302,2011,12,17,13,236,32,204,142,50,37,6,1,199,2,35,135,15,17,69
8303,2011,12,17,14,237,30,207,106,48,12,24,47,229,2,6,106,4,118,9
8304,2011,12,17,15,228,33,195,109,45,61,7,6,210,2,16,4,1,218,5
8305,2011,12,17,16,222,30,192,170,21,1,8,22,180,1,41,28,73,108,13
8306,2011,12,17,17,165,12,153,121,19,9,4,12,131,9,25,78,57,30,0
8307,2011,12,17,18,157,7,150,53,32,48,21,3,136,6,15,2,1,151,3
8308,2011,12,17,19,106,11,95,48,30,12,2,14,93,4,9,14,5,75,12
8309,2011,12,17,20,106,7,99,46,26,11,2,21,105,0,1,1,34,37,34
8310,2011,12,17,21,96,8,88,57,26,12,1,0,94,0,2,16,30,31,19
8311,2011,12,17,22,80,7,73,42,17,11,10,0,74,1,5,6,1,71,2
8312,2011,12,17,23,69,6,63,43,21,4,1,0,64,1,4,55,8,1,5
8313,2011,12,18,0,71,7,64,51,9,5,6,0,60,2,9,4,18,14,35
8314,2011,12,18,1,46,3,43,35,5,1,5,0,45,0,1,1,3,26,16
8315,2011,12,18,2,41,2,39,22,13,2,4,0,38,1,2,2,2,36,1
8316,2011,12,18,3,18,2,16,8,6,0,4,0,17,0,1,4,0,11,3
8317,2011,12,18,4,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8318,2011,12,18,5,5,1,4,2,2,1,0,0,5,0,0,2,2,0,1
8319,2011,12,18,6,3,0,3,2,1,0,0,0,3,0,0,1,0,2,0
8320,2011,12,18,7,12,1,11,9,1,1,0,1,11,0,1,3,0,6,3
8321,2011,12,18,8,32,1,31,16,10,1,2,3,28,1,3,16,1,14,1
8322,2011,12,18,9,81,6,75,40,18,12,7,4,79,0,2,13,6,61,1
8323,2011,12,18,10,129,7,122,76,29,15,6,3,124,1,4,66,23,40,0
8324,2011,12,18,11,188,20,168,104,33,11,31,9,178,2,8,85,89,7,7
8325,2011,12,18,12,228,26,202,169,22,2,16,19,223,0,5,109,12,92,15
8326,2011,12,18,13,228,18,210,95,67,8,10,48,212,2,14,17,12,185,14
8327,2011,12,18,14,219,19,200,103,86,4,10,16,197,5,17,5,1,198,15
8328,2011,12,18,15,207,23,184,99,38,38,13,19,188,3,16,27,18,139,23
8329,2011,12,18,16,234,27,207,138,64,7,3,22,221,2,11,2,125,64,43
8330,2011,12,18,17,136,10,126,82,24,22,1,7,112,2,22,11,1,115,9
8331,2011,12,18,18,138,15,123,106,18,0,11,3,113,5,20,35,56,39,8
8332,2011,12,18,19,135,5,130,106,11,12,3,3,109,7,19,2,0,117,16
8333,2011,12,18,20,104,10,94,41,19,7,3,34,97,0,7,25,4,74,1
8334,2011,12,18,21,89,9,80,63,9,12,5,0,79,1,9,0,0,88,1
8335,2011,12,18,22,49,2,47,26,9,12,2,0,42,2,5,29,5,11,4
8336,2011,12,18,23,37,6,31,15,13,7,2,0,35,0,2,15,5,16,1
8337,2011,12,19,0,17,3,14,12,3,1,1,0,16,0,1,4,0,13,0
8338,2011,12,19,1,11,3,8,5,2,4,0,0,10,0,1,0,0,11,0
8339,2011,12,19,2,3,0,3,2,1,0,0,0,3,0,0,1,0,1,1
8340,2011,12,19,3,3,0,3,1,1,1,0,0,3,0,0,3,0,0,0
8341,2011,12,19,4,4,0,4,1,2,0,1,0,4,0,0,0,0,2,2
8342,2011,12,19,5,21,0,21,13,6,0,2,0,18,1,2,5,0,16,0
8343,2011,12,19,6,68,0,68,45,17,6,0,0,66,0,2,45,6,16,1
8344,2011,12,19,7,191,4,187,69,49,16,7,50,188,1,2,12,17,149,13
8345,2011,12,19,8,397,8,389,160,83,12,37,105,371,6,20,20,8,365,4
8346,2011,12,19,9,183,17,166,110,35,5,32,1,172,3,8,53,2,126,2
8347,2011,12,19,10,108,12,96,50,37,7,4,10,92,5,11,15,4,88,1
8348,2011,12,19,11,127,22,105,42,27,11,5,42,124,0,3,35,1,91,0
8349,2011,12,19,12,141,13,128,85,22,12,11,11,132,2,7,2,37,93,9
8350,2011,12,19,13,142,15,127,76,44,20,2,0,118,3,21,11,6,104,21
8351,2011,12,19,14,137,30,107,54,65,4,4,10,136,0,1,12,4,121,0
8352,2011,12,19,15,159,24,135,53,42,18,33,13,158,0,1,10,7,131,11
8353,2011,12,19,16,208,19,189,112,34,15,1,46,191,6,11,24,19,141,24
8354,2011,12,19,17,378,16,362,296,50,9,11,12,362,2,14,22,16,339,1
8355,2011,12,19,18,354,11,343,106,171,0,32,45,300,10,44,33,2,308,11
8356,2011,12,19,19,251,17,234,139,34,15,28,35,236,2,13,5,12,232,2
8357,2011,12,19,20,206,9,197,121,58,11,3,13,185,3,18,44,93,15,54
8358,2011,12,19,21,127,15,112,42,66,5,14,0,125,0,2,16,0,109,2
8359,2011,12,19,22,107,12,95,54,33,6,14,0,104,0,3,38,6,58,5
8360,2011,12,19,23,60,10,50,42,12,5,1,0,55,0,5,2,0,56,2
8361,2011,12,20,0,21,0,21,12,3,2,4,0,17,0,4,4,0,11,6
8362,2011,12,20,1,6,0,6,3,2,1,0,0,6,0,0,1,1,3,1
8363,2011,12,20,2,11,1,10,7,3,0,1,0,10,0,1,2,0,9,0
8364,2011,12,20,3,2,1,1,1,1,0,0,0,2,0,0,0,0,2,0
8365,2011,12,20,4,4,0,4,2,1,0,1,0,3,0,1,1,3,0,0
8366,2011,12,20,5,15,0,15,8,2,0,5,0,13,0,2,4,5,6,0
8367,2011,12,20,6,72,1,71,47,11,1,13,0,67,1,4,2,1,67,2
8368,2011,12,20,7,268,7,261,91,75,22,9,71,193,3,72,19,51,74,124
8369,2011,12,20,8,432,10,422,326,54,11,24,17,348,28,56,83,68,270,11
8370,2011,12,20,9,259,14,245,190,40,19,6,4,250,2,7,30,2,225,2
8371,2011,12,20,10,129,20,109,63,35,8,14,9,127,1,1,9,4,116,0
8372,2011,12,20,11,129,13,116,42,44,9,8,26,105,7,17,6,39,32,52
8373,2011,12,20,12,175,16,159,131,30,3,5,6,154,0,21,7,5,160,3
8374,2011,12,20,13,181,18,163,141,21,0,16,3,151,1,29,2,3,175,1
8375,2011,12,20,14,138,11,127,54,30,24,7,23,115,6,17,11,48,6,73
8376,2011,12,20,15,154,15,139,64,63,9,0,18,149,1,4,10,36,79,29
8377,2011,12,20,16,238,20,218,144,29,37,9,19,213,9,16,32,13,183,10
8378,2011,12,20,17,431,14,417,179,200,5,11,36,374,16,41,352,43,34,2
8379,2011,12,20,18,411,26,385,278,40,47,24,22,304,19,88,106,84,2,219
8380,2011,12,20,19,224,6,218,153,52,4,14,1,217,2,5,22,1,183,18
8381,2011,12,20,20,147,3,144,47,69,3,22,6,119,0,28,11,78,27,31
8382,2011,12,20,21,143,4,139,65,51,25,2,0,140,1,2,19,0,124,0
8383,2011,12,20,22,107,3,104,60,37,4,6,0,100,0,7,29,31,40,7
8384,2011,12,20,23,53,13,40,35,10,6,2,0,48,1,4,1,15,26,11
8385,2011,12,21,0,25,7,18,12,9,3,1,0,21,1,3,1,15,1,8
8386,2011,12,21,1,11,1,10,4,4,3,0,0,9,0,2,4,2,5,0
8387,2011,12,21,2,4,0,4,2,1,1,0,0,4,0,0,0,0,3,1
8388,2011,12,21,3,2,0,2,1,0,1,0,0,2,0,0,0,1,1,0
8389,2011,12,21,4,2,0,2,1,1,0,0,0,2,0,0,1,0,1,0
8390,2011,12,21,5,28,0,28,18,5,4,1,0,26,0,2,22,2,3,1
8391,2011,12,21,6,76,1,75,34,21,18,3,0,67,2,7,14,9,31,22
8392,2011,12,21,7,229,5,224,71,53,35,10,60,191,7,31,18,18,168,25
8393,2011,12,21,8,405,12,393,213,68,35,73,16,322,5,78,253,18,129,5
8394,2011,12,21,9,234,14,220,111,78,21,9,15,224,2,8,90,44,48,52
8395,2011,12,21,10,89,6,83,65,10,0,4,10,82,2,5,6,8,72,3
8396,2011,12,21,11,56,3,53,33,12,1,5,5,45,1,10,13,1,41,1
8397,2011,12,21,12,61,3,58,43,14,0,2,2,57,0,4,17,16,23,5
8398,2011,12,21,13,58,3,55,43,11,1,2,1,55,1,2,1,0,55,2
8399,2011,12,21,14,51,11,40,21,17,4,6,3,43,3,5,4,10,20,17
8400,2011,12,21,15,61,4,57,18,25,6,6,6,51,1,9,1,4,55,1
8401,2011,12,21,16,101,6,95,72,21,2,0,6,72,8,21,22,33,39,7
8402,2011,12,21,17,229,3,226,177,29,5,17,1,228,0,1,174,7,25,23
8403,2011,12,21,18,280,2,278,194,43,0,17,26,236,14,30,96,12,161,11
8404,2011,12,21,19,209,9,200,162,19,1,7,20,175,5,29,98,11,96,4
8405,2011,12,21,20,167,5,162,68,76,9,10,4,162,1,4,36,8,26,97
8406,2011,12,21,21,123,9,114,73,21,26,3,0,110,4,9,111,4,7,1
8407,2011,12,21,22,105,3,102,72,19,10,4,0,104,0,1,10,6,82,7
8408,2011,12,21,23,54,0,54,38,10,2,4,0,48,2,4,10,1,36,7
8409,2011,12,22,0,27,3,24,10,13,2,2,0,25,1,1,4,1,22,0
8410,2011,12,22,1,15,0,15,12,2,0,1,0,14,0,1,7,1,3,4
8411,2011,12,22,2,11,1,10,9,1,0,1,0,10,0,1,0,1,6,4
8412,2011,12,22,3,6,0,6,3,2,0,1,0,5,0,1,4,0,1,1
8413,2011,12,22,4,3,0,3,2,1,0,0,0,3,0,0,1,0,1,1
8414,2011,12,22,5,16,1,15,6,7,3,0,0,15,0,1,3,8,2,3
8415,2011,12,22,6,64,1,63,33,16,12,3,0,60,1,3,16,8,35,5
8416,2011,12,22,7,186,4,182,129,27,1,8,21,138,4,44,3,5,155,23
8417,2011,12,22,8,343,10,333,227,69,19,16,12,309,4,30,49,5,281,8
8418,2011,12,22,9,228,10,218,130,52,21,21,4,199,8,21,22,58,115,33
8419,2011,12,22,10,141,13,128,78,39,10,13,1,138,1,2,2,57,41,41
8420,2011,12,22,11,145,10,135,104,21,1,10,9,120,4,21,77,2,64,2
8421,2011,12,22,12,202,22,180,94,42,4,58,4,175,7,20,143,1,48,10
8422,2011,12,22,13,188,21,167,121,52,5,4,6,184,2,2,49,2,119,18
8423,2011,12,22,14,159,23,136,112,32,1,7,7,157,1,1,7,31,30,91
8424,2011,12,22,15,214,28,186,155,19,8,1,31,178,11,25,129,22,63,0
8425,2011,12,22,16,256,30,226,77,136,18,8,17,184,11,61,102,12,126,16
8426,2011,12,22,17,356,24,332,115,96,90,38,17,278,10,68,217,28,83,28
8427,2011,12,22,18,288,11,277,102,87,33,41,25,250,9,29,138,45,79,26
8428,2011,12,22,19,142,12,130,97,31,2,2,10,118,2,22,3,3,126,10
8429,2011,12,22,20,33,0,33,23,5,2,0,3,32,0,1,28,0,5,0
8430,2011,12,22,21,17,2,15,11,2,1,3,0,15,0,2,3,0,8,6
8431,2011,12,22,22,17,0,17,9,5,1,2,0,15,0,2,14,1,1,1
8432,2011,12,22,23,11,1,10,4,5,1,1,0,9,0,2,6,0,5,0
8433,2011,12,23,0,9,2,7,5,2,0,2,0,8,0,1,2,2,2,3
8434,2011,12,23,1,12,1,11,7,3,0,2,0,11,0,1,1,5,4,2
8435,2011,12,23,2,13,1,12,10,2,0,1,0,13,0,0,1,1,11,0
8436,2011,12,23,3,4,0,4,2,1,1,0,0,3,0,1,1,1,0,2
8437,2011,12,23,4,2,0,2,1,1,0,0,0,2,0,0,0,1,0,1
8438,2011,12,23,5,8,0,8,4,2,1,1,0,7,0,1,4,2,2,0
8439,2011,12,23,6,40,0,40,29,6,1,4,0,40,0,0,11,13,3,13
8440,2011,12,23,7,92,4,88,69,11,1,10,1,85,1,6,28,0,61,3
8441,2011,12,23,8,182,9,173,104,56,4,6,12,133,16,33,132,20,25,5
8442,2011,12,23,9,156,4,152,113,29,3,10,1,115,6,35,2,1,153,0
8443,2011,12,23,10,104,8,96,54,34,3,2,11,84,5,15,15,2,87,0
8444,2011,12,23,11,174,26,148,130,19,16,4,5,153,4,17,10,110,25,29
8445,2011,12,23,12,170,14,156,131,23,1,3,12,165,1,4,14,4,141,11
8446,2011,12,23,13,194,17,177,149,26,2,14,3,170,7,17,173,1,20,0
8447,2011,12,23,14,200,23,177,88,70,6,20,16,184,0,16,67,44,23,66
